name,clalit,clalit_treatments,harel,harel_treatments
גזמאוי גאמל,True,"טחורים/פילונידל סינוס + פרי אנאל
כיס מרה + בקע בד' הבטן - כריתהלאפ'
בקע מפשעתי בלאפ + טבורי בחתך
ורדי הזרע - וריקוצלה בחתך צד 1
בקע סרעפתי בלפ/ קיבה רפלוקס לפ
מעי גס סיגמואיד/חלקי בלפרוסקופ
מעי גס כריתה מלאה בלפרוסקופ
שדיים - כריתה
פי טבעת - הרחבה
שד - כריתה חלקית + בלוטות
מעי דק - כריתה בלפרוסקופ
קיבה - כריתה חלקית
קיבה - כריתה שלמה
מעי - דק כריתה בחתך
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
תוספתן - אפנדציט
בקע טבורי - ניתוח בחתך
שד - הוצאת גוש
בלוטות לימפה/בית שחי - כריתה
כיס מרה בלאפ' + בקע טבורי בחתך
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
מעי גס ורקטום כריתה מלאה בחתך
מעי גס ורקטום - סיגמואיד/כ.חלקית
בקע מפשעתי + בקע טבורי בחתך
שד - כריתה
בקע חוזר בדופן הבטן + טבורי
החלפת פורט (טבעת לקיצור קיבה)
טחורים/פילונידל סינוס + פרי אנאל
שד - כריתה חלקית דו צדדי
טחול - כריתה בלפרוסקופ
בקע טבורי - לפרוסקופ
בקע חוזר בדופן הבטן/צלקת ניתוח
בקע בדופן הבטן - לפרוסקופ
הוצאת גוש
טחורים + פיסטולה(פילונידל סינוס)
מפשעה - כריתת גוש
קיבה - קיצור בלפרסקופ (טבעת)
קיבה - הוצאת טבעת/שינוי מיקום
בלוטות לימפה/בית שחי - כריתה
קיבה - ניתוח לקיצור בחתך
הזעת יתר - ניתוח
שד/בלוטת לימפה - ביופסיה
שד - כריתה חלקית
שד - כריתה חלקית דו צדדי
בקע טבורי - לפרוסקופ
בקע חוזר בדופן הבטן/צלקת ניתוח
בקע בדופן הבטן - לפרוסקופ
הוצאת גוש
תוספתן - אפנדציט - לפרוסקופ
פילונידל - סינוס/פיסטולקטומי
כיס מרה בלאפ' + בקע טבורי בחתך
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
מעי גס ורקטום כריתה מלאה בחתך
מעי גס ורקטום - סיגמואיד/כ.חלקית
בקע מפשעתי + בקע טבורי בחתך
שד - כריתה
בקע חוזר בדופן הבטן + טבורי
כיס מרה - כריתה בלפרוסקופ
מעי גס ורקטום כריתה מלאה בחתך
מעי גס ורקטום - סיגמואיד/כ.חלקית
שד - כריתה
בקע חוזר בדופן הבטן + טבורי
טחורים/פילונידל סינוס + פרי אנאל
כיס מרה + בקע בד' הבטן - כריתהלאפ'
ורדי הזרע - וריקוצלה בחתך צד 1
בקע סרעפתי בלפ/ קיבה רפלוקס לפ
שדיים - כריתה
",,
משה זיתוני,,,True,"גניקולוגיה
"
לקשטיין דרור,True,"מפרק ברך/ירך - השתלה מלאה
מפרק ברך/ירך - השתלה מלאה
כתף - תיקון שבר סגור בראש הזרוע
הוצאת ברגים/מסמרים
מפרקים - החלפה חלקית
כתף - תיקון שבר פתוח בראש הזרוע
קיבוע - הסרה
רגל/יד - קיבוע ע""י פלטות
מפרק ברך/ירך - השתלה מלאה
כתף - תיקון שבר סגור בראש הזרוע
הוצאת ברגים/מסמרים
קיבוע - הסרה
רגל/יד - קיבוע ע""י פלטות
מפרק ברך/ירך - השתלה מלאה
כתף - תיקון שבר סגור בראש הזרוע
הוצאת ברגים/מסמרים
תיקון שבר עצמות ארוכות
כתף - תיקון שבר פתוח בראש הזרוע
קיבוע - הסרה
רגל/יד - קיבוע ע""י פלטות
מפרק ברך/ירך - השתלה מלאה
",,
משה מלכין,,,True,"עיניים
עיניים
"
אליגר ראובן,True,"שד - כריתה חלקית + בלוטות
מעי דק - כריתה בלפרוסקופ
קיבה - כריתה חלקית
קיבה - כריתה שלמה
מעי - דק כריתה בחתך
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
בטן - פתיחה חוקרת
תוספתן - אפנדציט
בקע טבורי - ניתוח בחתך
שד - כריתה חלקית + בלוטות
קיבה - כריתה חלקית
מעי - דק כריתה בחתך
טחורים - ניתוח
פי הטבעת/פרי אנלי (פיסורה)
בטן - פתיחה חוקרת
תוספתן - אפנדציט
בקע טבורי - ניתוח בחתך
שד - הוצאת גוש
בלוטות לימפה/בית שחי - כריתה
כיס מרה - כריתה בלפרוסקופ
בקע מפשעתי + בקע טבורי בחתך
שד - כריתה
בקע חוזר בדופן הבטן + טבורי
טחורים/פילונידל סינוס + פרי אנאל
בקע מפשעתי בלאפ + טבורי בחתך
פי טבעת - הרחבה
שד - כריתה חלקית + בלוטות
קיבה - כריתה חלקית
מעי - דק כריתה בחתך
בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
תוספתן - אפנדציט - לפרוסקופ
פילונידל - סינוס/פיסטולקטומי
כיס מרה בלאפ' + בקע טבורי בחתך
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
מעי גס ורקטום כריתה מלאה בחתך
בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
תוספתן - אפנדציט - לפרוסקופ
בקע טבורי - ניתוח בחתך
שד - הוצאת גוש
בלוטות לימפה/בית שחי - כריתה
שד/בלוטת לימפה - ביופסיה
שד - כריתה חלקית
בקע חוזר בדופן הבטן/צלקת ניתוח
הוצאת גוש
טחורים + פיסטולה(פילונידל סינוס)
מפשעה - כריתת גוש
בקע - הרניה מפשעתי בחתך / חוזר
בקע - הרניה מפשעתי בחתך / חוזר
בקע מפשעתי בלאפ' חד צדדי/דו""צ
בקע - הרניה מפשעתי בחתך - דו צדדי
תוספתן - אפנדציט - לפרוסקופ
פילונידל - סינוס/פיסטולקטומי
כיס מרה בלאפ' + בקע טבורי בחתך
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
בקע מפשעתי + בקע טבורי בחתך
שד - כריתה
מפשעה - כריתת גוש
בקע - הרניה מפשעתי בחתך / חוזר
בקע - הרניה מפשעתי בחתך - דו צדדי
פילונידל - סינוס/פיסטולקטומי
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
בקע מפשעתי + בקע טבורי בחתך
שד - כריתה
טחורים/פילונידל סינוס + פרי אנאל
טחורים - ניתוח
טחורים + פיסטולה(פילונידל סינוס)
מפשעה - כריתת גוש
מפשעה - כריתת גוש
בקע - הרניה מפשעתי בחתך / חוזר
בקע - הרניה מפשעתי בחתך - דו צדדי
פילונידל - סינוס/פיסטולקטומי
כיס מרה - כריתה בחתך
כיס מרה - כריתה בלפרוסקופ
בקע מפשעתי + בקע טבורי בחתך
שד - כריתה
טחורים/פילונידל סינוס + פרי אנאל
טחורים - ניתוח
",,
שושני גדעון,True,"אשך טמיר - חד צדדי
בקע - הרניה ילדים דו""צ עד גיל 15
בקע טבורי - ניתוח בחתך
בקע - הרניה ילדים עד גיל 15
אשך טמיר - חד צדדי
בקע - הרניה ילדים דו""צ עד גיל 15
בקע טבורי - ניתוח בחתך
בקע - הרניה ילדים עד גיל 15
אשך טמיר - חד צדדי
בקע - הרניה ילדים דו""צ עד גיל 15
",,
אודרי קפלן מסאס,,,True,"עיניים
"
לרון אלעד,True,"לפרוסקופיה ניתוחית
שלפוחית - אי נקיטה בשיטת T.V.T
שלפוחית - T.V.T + פלסטיקה - בחתך
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
לפרוסקופיה ניתוחית
שלפוחית - T.V.T + פלסטיקה - בחתך
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
גרידת נסיון / הפלה נדחית
לפרוסקופי ניתוחי + היסט' אבחנתית
רחם - כריתה נרתיקית בחתך
ציסטוסקופיה בהרדמה לביופסיה
רחם היסטרוסקופיה גרידה + פוליפ
שלפוחית - אי נקיטה בשיטת T.V.T
שלפוחית - T.V.T + פלסטיקה - בחתך
גרידת נסיון / הפלה נדחית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
לפרוסקופיה ניתוחית
שלפוחית - T.V.T + פלסטיקה - בחתך
נרתיק - כריתת שרירן בחתך
תיקון רצפת אגן מלא + TVT
ציסטוסקופיה בהרדמה לביופסיה
רחם היסטרוסקופיה גרידה + פוליפ
שלפוחית - אי נקיטה בשיטת T.V.T
שלפוחית - T.V.T + פלסטיקה - בחתך
גרידת נסיון / הפלה נדחית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
לפרוסקופיה ניתוחית
שלפוחית - אי נקיטה בשיטת T.V.T
שלפוחית - T.V.T + פלסטיקה - בחתך
נרתיק - כריתת שרירן בחתך
רחם - כ. נרתיקית + פלסטיקה + TVT
נרתיק - פלסטיקה קדמית
שחלה/ות - לפרוסקופיה ניתוחית
נרתיק - פלסטיקה אחורית
רחם היסטרוסקופיה אבחנתית + גרידה
גרידת נסיון / הפלה נדחית
",,
פוגל גיא,True,"כתף - אקרומיופלסטי + R.C + ACJ
כתף - תיקון שבר סגור בראש הזרוע
כתף - החלפת מפרק
רגל - תיקון קרע גיד
ברך - שחזור רצועות
הוצאת ברגים/מסמרים
מפרקים - החלפה חלקית
כתף - תיקון שבר פתוח בראש הזרוע
ברך - ארטרוסקופיה באשפוז לילה
יד/רגל - כריתה/קיצור עצם
",True,"אורתופדיה
"
הוכנר דרורית,True,"רחם - כריתה בטנית
רחם - כריתה רדיקלית בחתך
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם( - + שחלות) - כריתה בלפרוסקופ
רחם + שחלות - כריתה בחתך
שלפוחית - אי נקיטה בשיטת T.V.T
רחם היסטרו שרירן/ספטום/אבלציה
רחם היסטרוסקופיה אבחנתית + גרידה
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רחם היסטרוסקופיה גרידה + פוליפ
רחם היסטרו שרירן/ספטום/אבלציה
רחם היסטרוסקופיה אבחנתית + גרידה
רחם - כריתה נרתיקית בחתך
רחם - כ. נרתיקית בחתך + פלסטיקה
רחם היסטרוסקופיה גרידה + פוליפ
",,
מאיר ניסקה,,,True,"אורתופדיה
"
דרור וסרמן,,,True,"דרכי עיכול(גסטרואנטריולוגיה)
"
יצחק פיינשטיין,,,True,"גניקולוגיה
"
דימטרי גימלרייך,,,True,"כירורגיה   כללית
"
דן צבעוני,,,True,"צינתורים,רדיולוגיה פולשנית
"
סאוטה מילטון,True,"ריאה/חזה - תורקוסקופי - קטן
ריאה - כריתת גוש מהמדיאסטנום
",True,"כירורגית  חזה
"
פרנס יוסיפון רעות,True,"דרכי הדמעות פתיחה/השתלת צינורי
פזילה - 1 - 2 שרירים
פזילה - מעל 2 שרירים
",,
פוריה יצחק,True,"ציסטה טירוגליסואלית
שקדים + שקד שלישי
קונכיות + שקד שלישי
שקדים עם אלקטרודה +  + ש.שלישי
שקדים באלקטרודה + שלישי + כפתורים
עצמות השמע - ניתוח
עור התוף - השתלה/תיקון
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
בלוטת המגן - כריתה מלאה / חלקית
כפתורים
גרון לרינגוסקופיה +  - הוצאת גוש
שקד שלישי + כפתורים - כריתה
שקדים + שקד שלישי + כפתורים
אף - תיקון מחיצה + קונכיות
הוצאת גוש
אף - תיקון מחיצה
גרון לרינגוסקופיה +  - הוצאת גוש
שקד שלישי + כפתורים - כריתה
שקדים + שקד שלישי + כפתורים
אף - תיקון מחיצה + קונכיות
הוצאת גוש
קונכיות + שקד שלישי
שקדים עם אלקטרודה +  + ש.שלישי
שקדים באלקטרודה + שלישי + כפתורים
שקדים עם שימוש באלקטרודה
עצמות השמע - ניתוח
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
בלוטת המגן - כריתה מלאה / חלקית
כפתורים
ציסטה טירוגליסואלית
שקדים + שקד שלישי
קונכיות + שקד שלישי
שקדים עם אלקטרודה +  + ש.שלישי
שקדים באלקטרודה + שלישי + כפתורים
עצמות השמע - ניתוח
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
שקדים עם שימוש באלקטרודה
עצמות השמע - ניתוח
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
בלוטת המגן - כריתה מלאה / חלקית
כפתורים
אף - תיקון מחיצה
גרון לרינגוסקופיה +  - הוצאת גוש
קונכיות האף - ניתוח
כפתורים
אף - תיקון מחיצה
גרון לרינגוסקופיה +  - הוצאת גוש
קונכיות האף - ניתוח
שקד שלישי + כפתורים - כריתה
שקדים + שקד שלישי + כפתורים
אף - תיקון מחיצה + קונכיות
הוצאת גוש
ציסטה טירוגליסואלית
אוזן - כריתת ציסטה מהתעלה
אוזן - כריתת ציסטה מהתעלה
שקדים + שקד שלישי
קונכיות + שקד שלישי
שקדים עם אלקטרודה +  + ש.שלישי
שקדים באלקטרודה + שלישי + כפתורים
שקדים עם שימוש באלקטרודה
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
כפתורים
עור התוף - השתלה/תיקון
שקדים - כריתה
שקד שלישי - כריתה
בלוטת המגן - כריתה מלאה / חלקית
כפתורים
אף - תיקון מחיצה
גרון לרינגוסקופיה +  - הוצאת גוש
קונכיות האף - ניתוח
שקד שלישי + כפתורים - כריתה
שקדים + שקד שלישי + כפתורים
הוצאת גוש
מפשעה - כריתת גוש
אוזן - כריתת ציסטה מהתעלה
שקדים + שקד שלישי
קונכיות + שקד שלישי
שקדים עם אלקטרודה +  + ש.שלישי
שקדים באלקטרודה + שלישי + כפתורים
שקדים עם שימוש באלקטרודה
עצמות השמע - ניתוח
עור התוף - השתלה/תיקון
",,
